UMDM ID,XML Type,collection,series,subseries,box,folder,item,title,date,size,handle,Accession Number,creator,continent,country,region,settlement,umdm pid
899,UMDM,Katherine Anne Porter papers,1,6,64,1,4,"Katherine Anne Porter to Eugene Pressly, 1932-02-05",1932-02-05,6,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
900,UMDM,Katherine Anne Porter papers,1,6,64,1,5,"Katherine Anne Porter to Eugene Pressly, 1932-02-07",1932-02-07,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
901,UMDM,Katherine Anne Porter papers,1,6,64,1,6,"Katherine Anne Porter to Eugene Pressly, 1932-02-08",1932-02-08,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
902,UMDM,Katherine Anne Porter papers,1,6,64,1,10,"Katherine Anne Porter to Eugene Pressly, 1932-03-08",1932-03-08,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,
903,UMDM,Katherine Anne Porter papers,1,6,64,1,11,"Katherine Anne Porter to Eugene Pressly, 1932-03-10",1932-03-10,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
904,UMDM,Katherine Anne Porter papers,1,6,64,1,13,"Katherine Anne Porter to Eugene Pressly, 1932-03-13",1932-03-13,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
905,UMDM,Katherine Anne Porter papers,1,6,64,1,15,"Katherine Anne Porter to Eugene Pressly, 1932-03-15",1932-03-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
906,UMDM,Katherine Anne Porter papers,1,6,64,1,16,"Katherine Anne Porter to Eugene Pressly, 1932-03-16",1932-03-16,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
907,UMDM,Katherine Anne Porter papers,1,6,64,1,19,"Katherine Anne Porter to Eugene Pressly, 1932-05-01",1932-05-01,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Neuilly,
908,UMDM,Katherine Anne Porter papers,1,6,64,1,20,"Katherine Anne Porter to Eugene Pressly, 1932-05-02",1932-05-02,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Neuilly,
909,UMDM,Katherine Anne Porter papers,1,6,64,1,23,"Katherine Anne Porter to Eugene Pressly, 1932-05-04",1932-05-04,6,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Neuilly,
910,UMDM,Katherine Anne Porter papers,1,6,64,1,25,"Katherine Anne Porter to Eugene Pressly, 1932-05-06",1932-05-06,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
911,UMDM,Katherine Anne Porter papers,1,6,64,1,27,"Katherine Anne Porter to Eugene Pressly, 1932-05-08",1932-05-08,9,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
912,UMDM,Katherine Anne Porter papers,1,6,64,1,31,"Katherine Anne Porter to Eugene Pressly, 1932-05-12",1932-05-12,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
913,UMDM,Katherine Anne Porter papers,1,6,64,1,35,"Katherine Anne Porter to Eugene Pressly, 1932-05-19",1932-05-19,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
914,UMDM,Katherine Anne Porter papers,1,6,64,1,38,"Katherine Anne Porter to Eugene Pressly, 1932-05-21",1932-05-21,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
915,UMDM,Katherine Anne Porter papers,1,6,64,1,39,"Katherine Anne Porter to Eugene Pressly, 1932-05-23",1932-05-23,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
916,UMDM,Katherine Anne Porter papers,1,6,64,1,40,"Katherine Anne Porter to Eugene Pressly, 1932-05-24",1932-05-24,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
917,UMDM,Katherine Anne Porter papers,1,6,64,1,43,"Katherine Anne Porter to Eugene Pressly, 1932-05-25",1932-05-25,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
918,UMDM,Katherine Anne Porter papers,1,6,64,1,45,"Katherine Anne Porter to Eugene Pressly, 1932-05-26",1932-05-26,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
919,UMDM,Katherine Anne Porter papers,1,6,64,1,46,"Katherine Anne Porter to Eugene Pressly, 1932-05-26",1932-05-26,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
920,UMDM,Katherine Anne Porter papers,1,6,64,1,48,"Katherine Anne Porter to Eugene Pressly, 1932-05-28",1932-05-28,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
921,UMDM,Katherine Anne Porter papers,1,6,64,2,2,"Katherine Anne Porter to Eugene Pressly, 1932-10-30",1932-10-30,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
922,UMDM,Katherine Anne Porter papers,1,6,64,2,5,"Katherine Anne Porter to Eugene Pressly, 1932-11-02",1932-11-02,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
923,UMDM,Katherine Anne Porter papers,1,6,64,2,5,"Katherine Anne Porter to Eugene Pressly, 1932-11-03",1932-11-03,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
924,UMDM,Katherine Anne Porter papers,1,6,64,2,7,"Katherine Anne Porter to Eugene Pressly, 1932-11-04",1932-11-04,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,Bayley edition: p. 86 (excerpted)
925,UMDM,Katherine Anne Porter papers,1,6,64,2,9,"Katherine Anne Porter to Eugene Pressly, 1932-11-05",1932-11-05,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
926,UMDM,Katherine Anne Porter papers,1,6,64,2,12,"Katherine Anne Porter to Eugene Pressly, 1932-11-06",1932-11-06,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
927,UMDM,Katherine Anne Porter papers,1,6,64,2,15,"Katherine Anne Porter to Eugene Pressly, 1932-11-07",1932-11-07,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
928,UMDM,Katherine Anne Porter papers,1,6,64,2,17,"Katherine Anne Porter to Eugene Pressly, 1932-11-08",1932-11-08,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
929,UMDM,Katherine Anne Porter papers,1,6,64,2,18,"Katherine Anne Porter to Eugene Pressly, 1932-11-08",1932-11-08,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
930,UMDM,Katherine Anne Porter papers,1,6,64,2,19,"Katherine Anne Porter to Eugene Pressly, 1932-11-08",1932-11-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
931,UMDM,Katherine Anne Porter papers,1,6,64,2,20,"Katherine Anne Porter to Eugene Pressly, 1932-11-09",1932-11-09,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
932,UMDM,Katherine Anne Porter papers,1,6,64,2,25,"Katherine Anne Porter to Eugene Pressly, 1932-11-10",1932-11-10,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
933,UMDM,Katherine Anne Porter papers,1,6,64,2,28,"Katherine Anne Porter to Eugene Pressly, 1932-11-11",1932-11-11,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
934,UMDM,Katherine Anne Porter papers,1,6,64,2,29,"Katherine Anne Porter to Eugene Pressly, 1932-11-11",1932-11-11,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
935,UMDM,Katherine Anne Porter papers,1,6,64,2,33,"Katherine Anne Porter to Eugene Pressly, 1932-11-15",1932-11-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
936,UMDM,Katherine Anne Porter papers,1,6,64,2,35,"Katherine Anne Porter to Eugene Pressly, 1932-11-16",1932-11-16,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
937,UMDM,Katherine Anne Porter papers,1,6,64,2,37,"Katherine Anne Porter to Eugene Pressly, 1932-11-17",1932-11-17,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
938,UMDM,Katherine Anne Porter papers,1,6,64,2,39,"Katherine Anne Porter to Eugene Pressly, 1932-11-18",1932-11-18,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
939,UMDM,Katherine Anne Porter papers,1,6,64,2,40,"Katherine Anne Porter to Eugene Pressly, 1932-11-19",1932-11-19,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
940,UMDM,Katherine Anne Porter papers,1,6,64,2,41,"Katherine Anne Porter to Eugene Pressly, 1932-11-19",1932-11-19,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
941,UMDM,Katherine Anne Porter papers,1,6,64,2,43,"Katherine Anne Porter to Eugene Pressly, 1932-11-21",1932-11-21,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
942,UMDM,Katherine Anne Porter papers,1,6,64,2,47,"Katherine Anne Porter to Eugene Pressly, 1932-11-22",1932-11-22,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
943,UMDM,Katherine Anne Porter papers,1,6,64,2,49,"Katherine Anne Porter to Eugene Pressly, 1932-11-23",1932-11-23,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
944,UMDM,Katherine Anne Porter papers,1,6,64,2,50,"Katherine Anne Porter to Eugene Pressly, 1932-11-24",1932-11-24,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
945,UMDM,Katherine Anne Porter papers,1,6,64,2,51,"Katherine Anne Porter to Eugene Pressly, 1932-11-24",1932-11-24,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
946,UMDM,Katherine Anne Porter papers,1,6,64,2,53,"Katherine Anne Porter to Eugene Pressly, 1932-11-25",1932-11-25,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
947,UMDM,Katherine Anne Porter papers,1,6,64,2,56,"Katherine Anne Porter to Eugene Pressly, 1932-11-27",1932-11-27,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
948,UMDM,Katherine Anne Porter papers,1,6,64,2,58,"Katherine Anne Porter to Eugene Pressly, 1932-11-28",1932-11-28,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
949,UMDM,Katherine Anne Porter papers,1,6,64,2,59,"Katherine Anne Porter to Eugene Pressly, 1932-11-28",1932-11-28,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
950,UMDM,Katherine Anne Porter papers,1,6,64,2,60,"Katherine Anne Porter to Eugene Pressly, 1932-11-29",1932-11-29,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
951,UMDM,Katherine Anne Porter papers,1,6,64,2,61,"Katherine Anne Porter to Eugene Pressly, 1932-11-30",1932-11-30,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
952,UMDM,Katherine Anne Porter papers,1,6,64,2,63,"Katherine Anne Porter to Eugene Pressly, 1932-11-30",1932-11-30,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
953,UMDM,Katherine Anne Porter papers,1,6,64,3,1,"Katherine Anne Porter to Eugene Pressly, circa 1932-12-01",circa 1932-12-01,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
954,UMDM,Katherine Anne Porter papers,1,6,64,3,6,"Katherine Anne Porter to Eugene Pressly, 1932-12-04",1932-12-04,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
955,UMDM,Katherine Anne Porter papers,1,6,64,3,7,"Katherine Anne Porter to Eugene Pressly, 1932-12-05",1932-12-05,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
956,UMDM,Katherine Anne Porter papers,1,6,64,3,9,"Katherine Anne Porter to Eugene Pressly, 1932-12-05",1932-12-05,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
957,UMDM,Katherine Anne Porter papers,1,6,64,3,10,"Katherine Anne Porter to Eugene Pressly, circa 1932-12-05",circa 1932-12-05,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
958,UMDM,Katherine Anne Porter papers,1,6,64,3,11,"Katherine Anne Porter to Eugene Pressly, 1932-12-06",1932-12-06,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
959,UMDM,Katherine Anne Porter papers,1,6,64,3,12,"Katherine Anne Porter to Eugene Pressly, 1932-12-06",1932-12-06,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
960,UMDM,Katherine Anne Porter papers,1,6,64,3,13,"Katherine Anne Porter to Eugene Pressly, 1932-12-07",1932-12-07,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
961,UMDM,Katherine Anne Porter papers,1,6,64,3,18,"Katherine Anne Porter to Eugene Pressly, 1932-12-09",1932-12-09,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
962,UMDM,Katherine Anne Porter papers,1,6,64,3,19,"Katherine Anne Porter to Eugene Pressly, circa 1932-12-09",circa 1932-12-09,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
963,UMDM,Katherine Anne Porter papers,1,6,64,3,22,"Katherine Anne Porter to Eugene Pressly, 1932-12-11",1932-12-11,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
964,UMDM,Katherine Anne Porter papers,1,6,64,3,24,"Katherine Anne Porter to Eugene Pressly, 1932-12-12",1932-12-12,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
965,UMDM,Katherine Anne Porter papers,1,6,64,4,1,"Katherine Anne Porter to Eugene Pressly, circa 1934",circa 1934,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
966,UMDM,Katherine Anne Porter papers,1,6,64,4,6,"Katherine Anne Porter to Eugene Pressly, 1934-04-12",1934-04-12,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
967,UMDM,Katherine Anne Porter papers,1,6,64,4,7,"Katherine Anne Porter to Eugene Pressly, 1934-04-13",1934-04-13,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
968,UMDM,Katherine Anne Porter papers,1,6,64,4,9,"Katherine Anne Porter to Eugene Pressly, 1934-04-14",1934-04-14,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
969,UMDM,Katherine Anne Porter papers,1,6,64,4,11,"Katherine Anne Porter to Eugene Pressly, 1934-04-15",1934-04-15,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
970,UMDM,Katherine Anne Porter papers,1,6,64,4,13,"Katherine Anne Porter to Eugene Pressly, 1934-04-16",1934-04-16,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
971,UMDM,Katherine Anne Porter papers,1,6,64,4,17,"Katherine Anne Porter to Eugene Pressly, 1934-04-20",1934-04-20,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
972,UMDM,Katherine Anne Porter papers,1,6,64,4,19,"Katherine Anne Porter to Eugene Pressly, 1934-04-21",1934-04-21,6,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
973,UMDM,Katherine Anne Porter papers,1,6,64,4,20,"Katherine Anne Porter to Eugene Pressly, 1934-04-21",1934-04-21,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
974,UMDM,Katherine Anne Porter papers,1,6,64,4,21,"Katherine Anne Porter to Eugene Pressly, 1934-04-23",1934-04-23,8,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
975,UMDM,Katherine Anne Porter papers,1,6,64,4,23,"Katherine Anne Porter to Eugene Pressly, 1934-04-24",1934-04-24,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
976,UMDM,Katherine Anne Porter papers,1,6,64,4,24,"Katherine Anne Porter to Eugene Pressly, 1934-04-24",1934-04-24,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
977,UMDM,Katherine Anne Porter papers,1,6,64,4,28,"Katherine Anne Porter to Eugene Pressly, circa 1934-04-27",circa 1934-04-27,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
978,UMDM,Katherine Anne Porter papers,1,6,64,4,29,"Katherine Anne Porter to Eugene Pressly, 1934-04-27",1934-04-27,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
979,UMDM,Katherine Anne Porter papers,1,6,64,4,32,"Katherine Anne Porter to Eugene Pressly, 1934-04-28",1934-04-28,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
980,UMDM,Katherine Anne Porter papers,1,6,64,4,34,"Katherine Anne Porter to Eugene Pressly, 1934-04-30",1934-04-30,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
981,UMDM,Katherine Anne Porter papers,1,6,64,5,1,"Katherine Anne Porter to Eugene Pressly, 1934-05-01",1934-05-01,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
982,UMDM,Katherine Anne Porter papers,1,6,64,5,2,"Katherine Anne Porter to Eugene Pressly, 1934-05-01",1934-05-01,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
983,UMDM,Katherine Anne Porter papers,1,6,64,5,5,"Katherine Anne Porter to Eugene Pressly, 1934-05-02",1934-05-02,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
984,UMDM,Katherine Anne Porter papers,1,6,64,5,8,"Katherine Anne Porter to Eugene Pressly, 1934-05-04",1934-05-04,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
985,UMDM,Katherine Anne Porter papers,1,6,64,5,10,"Katherine Anne Porter to Eugene Pressly, 1934-05-05",1934-05-05,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
986,UMDM,Katherine Anne Porter papers,1,6,64,5,12,"Katherine Anne Porter to Eugene Pressly, 1934-05-07",1934-05-07,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
987,UMDM,Katherine Anne Porter papers,1,6,64,5,15,"Katherine Anne Porter to Eugene Pressly, 1934-05-08",1934-05-08,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
988,UMDM,Katherine Anne Porter papers,1,6,64,5,18,"Katherine Anne Porter to Eugene Pressly, 1934-05-09",1934-05-09,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
989,UMDM,Katherine Anne Porter papers,1,6,64,5,19,"Katherine Anne Porter to Eugene Pressly, 1934-05-10",1934-05-10,5,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Graub__nden,Davosplatz,
990,UMDM,Katherine Anne Porter papers,1,6,64,5,25,"Katherine Anne Porter to Eugene Pressly, 1934-05-17",1934-05-17,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,Switzerland,Basel-Stadt,Basel,
991,UMDM,Katherine Anne Porter papers,1,6,64,5,26,"Katherine Anne Porter to Eugene Pressly, circa 1934-05",circa 1934-05,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",,,,,
992,UMDM,Katherine Anne Porter papers,1,6,64,6,1,"Katherine Anne Porter to Eugene Pressly, before 1935-07-15",before 1935-07-15,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
993,UMDM,Katherine Anne Porter papers,1,6,64,6,2,"Katherine Anne Porter to Eugene Pressly, 1935-07-15",1935-07-15,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
994,UMDM,Katherine Anne Porter papers,1,6,64,6,3,"Katherine Anne Porter to Eugene Pressly, 1935-07-20",1935-07-20,2,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
995,UMDM,Katherine Anne Porter papers,1,6,64,6,5,"Katherine Anne Porter to Eugene Pressly, 1935-07-25",1935-07-25,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
996,UMDM,Katherine Anne Porter papers,1,6,64,6,6,"Katherine Anne Porter to Eugene Pressly, 1935-08-03",1935-08-03,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
997,UMDM,Katherine Anne Porter papers,1,6,64,6,7,"Katherine Anne Porter to Eugene Pressly, 1935-08-05",1935-08-05,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
998,UMDM,Katherine Anne Porter papers,1,6,64,6,8,"Katherine Anne Porter to Eugene Pressly, 1935-08-13",1935-08-13,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
999,UMDM,Katherine Anne Porter papers,1,6,64,6,12,"Katherine Anne Porter to Eugene Pressly, 1935-08-23",1935-08-23,1,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
1000,UMDM,Katherine Anne Porter papers,1,6,64,6,13,"Katherine Anne Porter to Eugene Pressly, 1935-08-29",1935-08-29,9,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Europe,France,Île-de-France,Paris,
1001,UMDM,Katherine Anne Porter papers,1,6,64,7,1,"Katherine Anne Porter to Eugene Pressly, 1936-02-06",1936-02-06,3,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Atlantic Ocean,,,,
1002,UMDM,Katherine Anne Porter papers,1,6,64,7,2,"Katherine Anne Porter to Eugene Pressly, 1936-02-07",1936-02-07,4,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",Atlantic Ocean,,,,
1003,UMDM,Katherine Anne Porter papers,1,6,64,7,3,"Katherine Anne Porter to Eugene Pressly, 1936-02-16",1936-02-16,7,http://hdl.handle.net/1903.1/1532,66-5,"Porter, Katherine Anne, 1890-1980",North America,United States of America,Massachussetts,Boston,
